%
1			achieve
舒适			43
虚弱			43
视*			43
开朗			43
阳光			43
隆隆			43
隆隆声			43
黄色			43
黑色			43
黑暗			43
倾听			43
嗅			43
嗅觉			43
嗓子			43
嗓门			43
嗡嗡			43
圆			43
圆形			43
圆弧			43
圆柱			43
圆圈			43
涂			43
微光			43
微亮			43
微弱			43
想象			43
爱抚			43
感受			43
感觉			43
搔			43
搔痒			43
晕			43
暖和			43
极好			43
温柔			43
温暖			43
湿*			43
滑			43
照片			43
照亮			43
照耀			43
碰			43
碰到			43
碰触			43
经历			43
经验			43
逼真			43
游览			43
铃声			43
隔音			43
零散			43
雷			43
雷声			43
电灯			43
嘈杂			43
呕吐			43
图			43
图片			43
图像			43
夺			43
察觉			43
敲			43
榨			43
歌			43
歌曲			43
歌唱			43
漂亮			43
漆黑			43
演奏			43
演奏会			43
演讲			43
涨红			43
绿			43
绿色			43
紧			43
紧抓			43
紧密			43
紧握			43
闻			43
腐朽			43
腐臭			43
腐败			43
腐烂			43
舔			43
苍白			43
蜜			43
说			43
说话			43
轻拍			43
轻柔			43
辣			43
酸			43
酸性			43
酸痛			43
鸣			43
鸣叫			43
鸣声			43
鼻			43
鼻子			43
鼻孔			43
嘶			43
嘶吼			43
嘶嘶			43
喷			43
宽松			43
弹性			43
影像			43
摩			43
摩擦			43
播放			43
乐曲			43
乐音			43
模糊			43
润滑			43
潮湿			43
热			43
热情			43
瘦			43
瞎			43
肤色			43
褐色			43
调味			43
谈话			43
谈论			43
遮蔽			43
锋利			43
阅览			43
震耳欲聋			43
凝视			43
噪音			43
忆起			43
拥抱			43
橘色			43
橙色			43
激烈			43
浓厚			43
烧			43
烫			43
瞥			43
亲吻			43
静			43
静默			43
头昏			43
头晕			43
尝			43
压			43
压迫			43
击			43
挤			43
擦			43
拧			43
湿			43
湿答答			43
湿湿			43
烛光			43
环			43
环状			43
瞪眼			43
声音			43
声响			43
薄			43
讲			43
讲话			43
鲜明			43
鲜亮			43
鲜艳			43
黏			43
黏稠			43
点亮			43
点燃			43
浏览			43
蓝色			43
双眸			43
颜色			43
颜料			43
松			43
松弛			43
松垮			43
松软			43
松散			43
坏透			43
难吃			43
难闻			43
耀眼			43
触			43
触动			43
触摸			43
飘荡			43
咸			43
览			43
轰隆			43
响			43
响亮			43
响起			43
黯淡			43
听			43
听力			43
听见			43
听到			43
听闻			43
听觉			43
聋			43
聋哑			43
变味			43
变黑			43
变暗			43
变质			43
体验			43
艳*			43
观			43
观看			43
观察			43
观点			43

了不起			44
下定决心			44
大方			44
大笑			44
大胆			44
才能			44
才智			44
不拘小节			44
仁*			44
分享			44
及时			44
友*			44
天才			44
天堂			44
天资			44
天赋			44
引人注目			44
心爱			44
支持			44
支撑			44
仔细			44
付出			44
充沛			44
出色			44
功劳			44
可口			44
可爱			44
可靠			44
外向			44
平安			44
平和			44
平静			44
平稳			44
正			44
正面			44
生命力			44
生气勃勃			44
生动			44
光亮			44
光荣			44
光辉			44
合宜			44
同情			44
同意			44
回春			44
好			44
好玩			44
好笑			44
好处			44
好棒			44
好运			44
安心			44
安全			44
安宁			44
安静			44
安稳			44
成功			44
成就			44
收获			44
有用			44
有利			44
有助			44
有效			44
有益			44
有趣			44
有钱			44
自由			44
自在			44
自信			44
自尊			44
自豪			44
至高无上			44
至善			44
伴侣			44
伶俐			44
免费			44
冷静			44
利润			44
吸引			44
吻			44
壮阔			44
壮丽			44
壮观			44
孝			44
孝顺			44
孝敬			44
完美			44
完备			44
完善			44
宏大			44
宏伟			44
希望			44
庇护			44
快乐			44
扶持			44
把握			44
投入			44
改善			44
改进			44
决心			44
决定			44
沉着			44
狂笑			44
狂喜			44
良*			44
走运			44
享受			44
佳*			44
依恋			44
典范			44
协助			44
受惠			44
周到			44
呵呵			44
和平			44
和善			44
和煦			44
和睦			44
和谐			44
和蔼			44
坦白			44
坦率			44
坦诚			44
奉献			44
宜人			44
幸运			44
幸福			44
忠			44
忠心			44
忠孝			44
忠诚			44
忠实			44
承诺			44
抱			44
放心			44
放松			44
明亮			44
明智			44
朋友			44
果断			44
欣*			44
玩			44
玩耍			44
玩乐			44
知己			44
知足			44
肯定			44
长处			44
俊美			44
保证			44
保护			44
信心			44
信任			44
信奉			44
信服			44
信义			44
信实			44
信赖			44
信誉			44
冠军			44
勇气			44
勇敢			44
咯咯笑			44
品行			44
品德			44
哈			44
哈哈			44
帅			44
帅气			44
幽默			44
恬*			44
恰好			44
拯救			44
挑战			44
柔			44
活力			44
活泼			44
活跃			44
珍奇			44
珍惜			44
珍视			44
珍贵			44
珍爱			44
珍藏			44
相信			44
盼望			44
美人			44
美好			44
美妙			44
美味			44
美梦*			44
美满			44
美德			44
美丽			44
耶			44
英俊			44
英勇			44
英雄			44
值得			44
值钱			44
原谅			44
娱乐			44
容光焕发			44
恩典			44
恩惠			44
恭维			44
振奋			44
效率			44
时髦			44
栩栩如生			44
浪漫			44
疼爱			44
益处			44
真理			44
真诚			44
真实			44
祝贺			44
祝福			44
神圣			44
笑			44
笑死			44
笑容			44
笑话			44
能干			44
虔诚			44
衷心			44
讨喜			44
贡献			44
迷人			44
高贵			44
高阶			44
高雅			44
高兴			44
伟大			44
动人			44
动听			44
坚决			44
坚定			44
坚强			44
崇拜			44
崇高			44
强			44
强壮			44
强健			44
得意			44
得意洋洋			44
得体			44
从容			44
悠闲			44
情人			44
推崇			44
敏捷			44
敏感			44
敏锐			44
净土			44
深思			44
深情			44
深爱			44
清楚			44
爽*			44
理智			44
理想			44
甜*			44
细心			44
庄严			44
许诺			44
逗趣			44
陶醉			44
凯旋			44
胜利			44
胜过			44
博爱			44
博学			44
善心			44
善良			44
善意			44
喜*			44
喝采			44
富有			44
富裕			44
尊重			44
尊贵			44
尊敬			44
尊荣			44
尊严			44
愉*			44
景仰			44
最好			44
最佳			44
期盼			44
期望			44
棒			44
钦佩			44
款待			44
渴望			44
无畏			44
无忧无虑			44
无惧			44
绝妙			44
舒服			44
舒适			44
华丽			44
开心			44
开明			44
开朗			44
阳光			44
雅致			44
顺利			44
传情			44
傻笑			44
微笑			44
微醺			44
爱			44
爱人			44
爱心			44
爱好			44
爱情			44
爱慕			44
爱护			44
爱恋			44
感恩			44
感激			44
感谢			44
慈祥			44
慈善			44
慈悲			44
敬畏			44
敬重			44
敬意			44
暖和			44
极好			44
极乐			44
温和			44
温柔			44
温情			44
温暖			44
温馨			44
义			44
万岁			44
解决			44
解脱			44
诙谐			44
诚			44
诚心			44
诚实			44
游戏			44
鼓舞			44
鼓励			44
嘉奖			44
宁静			44
慷慨			44
荣幸			44
荣耀			44
荣誉			44
满足			44
满意			44
漂亮			44
福气			44
称赞			44
精心			44
精美			44
精彩			44
认可			44
豪爽			44
豪华			44
轻快			44
轻松			44
酷爱			44
嘻*			44
妩媚			44
宽大			44
宽容			44
宽恕			44
德行			44
怜悯			44
挚*			44
抚育			44
乐*			44
毅然			44
洁净			44
热切			44
热烈			44
热衷			44
热情			44
热爱			44
奖*			44
调情			44
辉煌			44
适合			44
适宜			44
适时			44
适当			44
养育			44
魄力			44
魅力			44
拥抱			44
拥护			44
擅长			44
操守			44
整齐			44
整洁			44
机敏			44
机警			44
机灵			44
激情			44
激励			44
独创			44
积极			44
兴旺			44
兴致			44
兴趣			44
兴奋			44
融洽			44
亲			44
亲切			44
亲吻			44
亲和			44
亲爱			44
亲爱的			44
诺言			44
优			44
优秀			44
优良			44
优美			44
优胜			44
优惠			44
优雅			44
优势			44
优点			44
帮手			44
帮忙			44
帮助			44
灿烂			44
获胜			44
获奖			44
聪明			44
胆量			44
谢天谢地			44
谢意			44
谢谢			44
钟爱			44
鲜明			44
鲜美			44
简洁			44
谨慎			44
丰富			44
镇定			44
镇静			44
宠爱			44
稳健			44
赞同			44
关怀			44
愿意			44
宝贝			44
宝贵			44
耀眼			44
赢			44
赢得			44
缠绵			44
护			44
欢*			44
恋人			44
恋爱			44
惊奇			44
惊讶			44
惊喜*			44
惊叹			44
体面			44
体贴			44
体会			44
体谅			44
灵巧			44
灵活			44
灵敏			44
灵感			44
赞*			44

人家			45
大家			45
小弟			45
他			45
他人			45
他们			45
本人			45
在下			45
她			45
她们			45
汝			45
汝等			45
自己			45
你			45
你们			45
吾			45
吾人			45
吾等			45
我			45
我俩			45
我们			45
那位			45
妳			45
妳们			45
祂			45
咱			45
咱们			45
某人			45
俺			45
祢			45
您			45
您们			45
敝人			45
这位			45
尔等			45

一般			46
上			46
下			46
下来			46
中			46
之下			46
之中			46
之内			46
之外			46
之前			46
之后			46
之间			46
之余			46
内			46
止			46
以上			46
以下			46
以外			46
以来			46
以前			46
以后			46
外			46
左右			46
自从			46
至今			46
似的			46
来			46
初			46
底			46
状			46
前			46
后			46
为止			46
时			46
般			46
起			46
开始			46
间			46
当中			46
里			46
貌			46

比			47
比较			47
以			47
由			47
由于			47
先于			47
劣于			47
向			47
因为			47
在			47
多于			47
如			47
如同			47
有			47
此外			47
自			47
至			47
至于			47
低于			47
把			47
来自			47
依			47
依照			47
其中			47
到			47
和			47
始于			47
往			47
于			47
沿			47
直至			47
直到			47
附近			47
按照			47
为			47
为了			47
根据			47
起			47
针对			47
除			47
除了			47
除外			47
除此之外			47
从			47
被			47
透过			47
替			47
朝			47
越来越			47
顺			47
当			47
经由			47
跟			47
较			47
过			47
像			47
对			47
对于			47
与			47
遭			47
靠			47
据			47
随			47
帮			47
藉			47
关于			47
譬如			47

中			48
今			48
今天			48
今日			48
今年			48
平时			48
平常			48
正			48
正在			48
目前			48
同时			48
如今			48
此刻			48
此时			48
即日			48
起			48
起来			48
现			48
现今			48
现在			48
现阶段			48
这时			48
着			48
当下			48
当前			48

了			49
下来			49
已			49
已经			49
早已			49
至今			49
近日			49
近年			49
近期			49
晚近			49

人			50
人家			50
大家			50
小弟			50
什么			50
他			50
他人			50
他们			50
它			50
它们			50
本人			50
在下			50
她			50
她们			50
此			50
汝			50
汝等			50
自己			50
自身			50
你			50
你们			50
别人			50
吾			50
吾人			50
吾等			50
我			50
我俩			50
我们			50
牠			50
牠们			50
那			50
那位			50
那些			50
那个			50
那里			50
事			50
事事			50
事情			50
其			50
其他			50
其余			50
妳			50
妳们			50
彼此			50
东西			50
祂			50
咱			50
咱们			50
某人			50
俺			50
哪			50
哪些			50
哪里			50
家家			50
祢			50
您			50
您们			50
敝人			50
处处			50
这			50
这位			50
这些			50
对方			50
尔等			50
谁			50

一切			51
一半			51
一些			51
一段			51
一会儿			51
一样			51
一点			51
一点点			51
千千			51
大			51
大多数			51
大部分			51
大量			51
小			51
不少			51
不足			51
不计其数			51
少			51
少量			51
少数			51
片段			51
充足			51
充满			51
任一			51
任何			51
全部			51
全体			51
各			51
各式各样			51
合计			51
同一			51
多			51
多少			51
多量			51
多数			51
多余			51
多点			51
有的			51
有点			51
串			51
低			51
完整			51
局部			51
更			51
更少			51
更多			51
每			51
系列			51
足够			51
些许			51
两者			51
其他			51
其它			51
其余			51
所有			51
长			51
很少			51
很多			51
倍			51
高			51
唯一			51
毫无			51
众多			51
许多			51
部分			51
部份			51
剩下			51
剩余			51
单一			51
单独			51
几			51
最少			51
最多			51
无			51
无限			51
无穷			51
短			51
稀少			51
块			51
极			51
群			51
万万			51
较少			51
满			51
种种			51
轻微			51
数			51
余			51
整			51
整个			51
整体			51
独一无二			51
总共			51
总计			51
总数			51
总额			51
丰富			51
双			51
双方			51
双倍			51
额外			51

下			52
口			52
元			52
公分			52
公尺			52
公斤			52
公里			52
公顷			52
分			52
分钟			52
天			52
户			52
支			52
斤			52
日			52
片			52
片段			52
句			52
台			52
本			52
件			52
份			52
伙			52
吋			52
名			52
回			52
年			52
式			52
朵			52
次			52
百分比			52
行			52
串			52
位			52
局			52
批			52
束			52
步			52
系列			52
里			52
些			52
坪			52
届			52
所			52
杯			52
枚			52
波			52
股			52
门			52
则			52
封			52
度			52
架			52
段			52
秒			52
美元			52
面			52
页			52
首			52
个			52
倍			52
套			52
家			52
座			52
根			52
班			52
级			52
阵			52
只			52
副			52
圈			52
堆			52
张			52
排			52
条			52
瓶			52
票			52
组			52
处			52
部			52
场			52
幅			52
期			52
栋			52
棵			52
款			52
番			52
笔			52
周			52
间			52
队			52
集			52
项			52
块			52
岁			52
节			52
群			52
号			52
遍			52
道			52
顿			52
团			52
对			52
种			52
层			52
幢			52
数			52
样			52
盘			52
篇			52
趟			52
辆			52
吨			52
艘			52
头			52
声			52
颗			52
点			52
双			52
题			52
类			52

一下			53
一下子			53
一日			53
一月			53
一再			53
一年			53
一直			53
一时			53
一起			53
一点			53
七夕			53
七月			53
九月			53
二月			53
人间			53
入			53
入口			53
八月			53
十一月			53
十二月			53
十月			53
十年			53
三月			53
上			53
上升			53
上午			53
上文			53
上方			53
上旬			53
上限			53
上面			53
上部			53
上载			53
上楼			53
下			53
下午			53
下方			53
下旬			53
下降			53
下面			53
下级			53
下游			53
下落			53
下端			53
久			53
土地			53
大			53
大前天			53
大后天			53
大约			53
大规模			53
大量			53
大概			53
大厅			53
小			53
小巧			53
小时			53
已经			53
不久			53
不再			53
不朽			53
不断			53
不变			53
中元节			53
中午			53
中心			53
中止			53
中央			53
中年			53
中旬			53
中秋节			53
中间			53
之上			53
之下			53
之中			53
之外			53
之前			53
之后			53
之间			53
互换			53
五月			53
今天			53
今日			53
今夜			53
今晚			53
仍			53
仍然			53
元旦			53
内			53
内在			53
内部			53
公尺			53
公共			53
公里			53
六月			53
冗长			53
分			53
分别			53
分割			53
分裂			53
分开			53
分隔			53
分离			53
分钟			53
升			53
升级			53
午			53
午后			53
反向			53
反复			53
天			53
天天			53
天生			53
天空			53
天长地久			53
太空			53
少			53
少年			53
少许			53
少量			53
引领			53
引导			53
手舞足蹈			53
方位			53
方面			53
日			53
日子			53
日常			53
日期			53
月			53
月台			53
月份			53
月底			53
止住			53
水平			53
水平面			53
片刻			53
片段			53
世代			53
世界			53
世纪			53
主要			53
代			53
以下			53
以往			53
以前			53
以后			53
充满			53
冬天			53
冬季			53
出			53
出口			53
出去			53
出生			53
出来			53
出席			53
出现			53
出发			53
加大			53
包含			53
包围			53
匆*			53
北			53
北方			53
北面			53
北部			53
半夜			53
去			53
去年			53
去掉			53
古			53
古今			53
古代			53
古早			53
古老			53
台上			53
台下			53
右			53
右方			53
右侧			53
右边			53
四月			53
四周			53
四处			53
外			53
外出			53
外在			53
外面			53
外侧			53
外部			53
外围			53
外边			53
失踪			53
左			53
左方			53
左面			53
左边			53
巨大			53
市			53
市镇			53
平常			53
幼小			53
幼年			53
扔			53
未来			53
本地			53
正午			53
正在			53
正面			53
民国			53
永久			53
永恒			53
永远			53
生长			53
白天			53
白昼			53
白云苍狗			53
白驹过隙			53
目前			53
立即			53
立刻			53
立场			53
丢弃			53
亘古			53
交叉			53
交易			53
交换			53
交集			53
交会			53
交错			53
交迭			53
任期			53
先			53
先于			53
先前			53
全面			53
全球			53
全部			53
再			53
再次			53
再见			53
再现			53
各自			53
合上			53
合拢			53
吊			53
吋			53
同步			53
同时			53
向			53
回			53
回归			53
在			53
地			53
地方			53
地位			53
地板			53
地面			53
地区			53
地图			53
地点			53
多数			53
宇宙			53
安置			53
安装			53
年*			53
成年			53
成长			53
成熟			53
收到			53
早*			53
有时			53
有关			53
次序			53
次要			53
此刻			53
百年			53
老			53
老化			53
老年			53
老是			53
老旧			53
而后			53
至上			53
至今			53
至高			53
行			53
行走			53
行动			53
行程			53
行进			53
行驶			53
西			53
西方			53
伴随			53
伸出			53
伸直			53
伸长			53
位子			53
位置			53
低			53
低于			53
低垂			53
低微			53
何时			53
何处			53
即刻			53
实时			53
吻合			53
坐			53
完成			53
局部			53
巡逻			53
形状			53
快			53
快行			53
快速			53
快递			53
扭转			53
扯			53
抓住			53
投			53
投递			53
抖动			53
改天			53
改变			53
更改			53
更换			53
更新			53
步伐			53
步调			53
每当			53
汽车			53
角			53
角落			53
走			53
走路			53
走过			53
足迹			53
车道			53
迅速			53
那时			53
那边			53
事过境迁			53
来世			53
来生			53
来自			53
来到			53
来源			53
依次			53
依序			53
两者			53
其中			53
到			53
到来			53
到处			53
到期			53
到达			53
取			53
取代			53
周围			53
固定			53
夜			53
夜半			53
夜晚			53
奔*			53
始于			53
季			53
季节			53
居中			53
底			53
底下			53
底部			53
底层			53
延伸			53
延期			53
延误			53
推迟			53
延迟			53
延续			53
往			53
往日			53
房间			53
承接			53
抵达			53
拆散			53
拉			53
拉扯			53
拉长			53
拉紧			53
抛			53
拖			53
拖延			53
放			53
放置			53
明天			53
明日			53
明年			53
昔日			53
东			53
东方			53
爬			53
物换星移			53
直			53
直立			53
直至			53
直角			53
直到			53
直线			53
空			53
空中			53
空白			53
空前*			53
空间			53
表面			53
近			53
近代			53
近来			53
近况			53
近期			53
返			53
返回			53
长			53
长久			53
长大			53
长生			53
长命			53
长期			53
长寿			53
阻止			53
阻挡			53
附近			53
青春			53
促使			53
前			53
前夕			53
前天			53
前世			53
前年			53
前往			53
前者			53
前面			53
前进			53
南			53
南方			53
南边			53
厚			53
厚度			53
垂直			53
城市			53
室			53
室内			53
封闭			53
待会			53
律动			53
后			53
后天			53
后来			53
后果			53
后面			53
后退			53
后期			53
后续			53
急忙			53
拜访			53
拽			53
持久			53
持续			53
按			53
星期*			53
春天			53
春季			53
春节			53
昨天			53
活动			53
派遣			53
流			53
流动			53
流逝			53
界限			53
相比			53
相交			53
相隔			53
相对			53
秋天			53
秋季			53
秒			53
穿过			53
突出			53
突出物			53
突破			53
突然			53
圣诞节			53
背离			53
英吋			53
英里			53
英哩			53
计时			53
计量			53
郊外			53
重回			53
重新			53
重复			53
重复			53
重迭			53
降落			53
限度			53
面积			53
飞			53
飞行			53
首先			53
乘坐			53
俯			53
仓促			53
个别			53
倒退			53
凋谢			53
刚			53
刚才			53
刚刚			53
原来			53
原处			53
哩			53
哪里			53
夏天			53
夏季			53
容纳			53
容量			53
容积			53
差不多			53
座位			53
拿			53
拿去			53
拿走			53
拿来			53
拿到			53
拿开			53
旁			53
旁边			53
旅行			53
旅途			53
旅程			53
时*			53
核心			53
浩瀚			53
浮			53
消失			53
消除			53
消逝			53
狭小			53
狭窄			53
留			53
留下			53
窄			53
窄小			53
站			53
耽误			53
耽搁			53
航行			53
航程			53
荏苒			53
衰退			53
衰败			53
衰减			53
起初			53
起始			53
起程			53
起源			53
起点			53
追踪			53
送			53
逃*			53
陡峭			53
除夕			53
马上			53
高			53
高大			53
高度			53
高龄			53
倏			53
偏移			53
偏远			53
偏僻			53
停			53
停下			53
停止			53
停住			53
停息			53
停留			53
侧			53
偶然			53
偶尔			53
动			53
动作			53
区域			53
参加			53
参观			53
启动			53
启程			53
国土			53
国家			53
国际			53
寄			53
密度			53
密集			53
将来			53
带来			53
带领			53
常见			53
常常			53
张			53
张开			53
从			53
从不			53
从未			53
从来			53
从前			53
悠久			53
掉			53
掉下			53
掉落			53
挂			53
探索			53
接下来			53
接收			53
接住			53
接到			53
接近			53
接通			53
接棒			53
接着			53
推			53
推动			53
推进			53
斜			53
斜坡			53
旋转			53
晚*			53
晨间			53
梯级			53
深			53
深厚			53
深度			53
深渊			53
深处			53
浅			53
清明节			53
清晨			53
牵引			53
率领			53
现			53
现今			53
现代			53
现在			53
现存			53
现行			53
现时			53
球面			53
产生			53
疏远			53
移动			53
移开			53
粗			53
细			53
细小			53
终止			53
终生			53
终于			53
终点			53
处			53
处所			53
处处			53
许多			53
途径			53
逗留			53
通常			53
通过			53
通道			53
速度			53
速率			53
连接			53
连贯			53
连续			53
部分			53
部位			53
都市			53
闭			53
陪同			53
陆地			53
顶			53
顶上			53
顶部			53
顶点			53
傍晚			53
创始			53
胜过			53
单方			53
单行			53
单独			53
围			53
围住			53
围绕			53
场地			53
场所			53
媒介			53
寻常			53
幅度			53
复发			53
循环			53
提升			53
提早			53
提高			53
换			53
握			53
敞开			53
散步			53
普遍			53
曾			53
替代			53
最初			53
最近			53
最后			53
最终			53
朝			53
朝下			53
朝向			53
期			53
期限			53
期间			53
渡过			53
游			53
游泳			53
游动			53
无垠			53
无穷			53
无关			53
然后			53
登陆			53
发生			53
发射			53
发起			53
发送			53
短			53
短暂			53
稀少			53
稀疏			53
程度			53
稍后			53
童年			53
笔直			53
等一下			53
等一会			53
等级			53
结尾			53
结束			53
结果			53
绝无			53
给予			53
菜鸟			53
街			53
街角			53
街道			53
视察			53
费时			53
超出			53
超过			53
越			53
越过			53
跑			53
跑步			53
跑者			53
距			53
距离			53
逮住			53
周*			53
进入			53
进行			53
进步			53
进展			53
乡下			53
乡村			53
开			53
开车			53
开始			53
开放			53
开端			53
开头			53
开辟			53
闰年			53
间或			53
间歇			53
间隔			53
阶段			53
顺序			53
传			53
传染			53
传送			53
传达			53
传导			53
倾向			53
填满			53
微小			53
摇动			53
摇摆			53
搬			53
搬运			53
搬迁			53
新			53
新近			53
新进			53
新潮			53
岁月如梭			53
岁末			53
源自			53
源于			53
源头			53
溢出			53
沧桑			53
沧海桑田			53
滑			53
滑动			53
滑落			53
照旧			53
当			53
当代			53
当地			53
当前			53
当时			53
矮			53
矮小			53
碰巧			53
碰面			53
碰头			53
稠密			53
节日			53
节奏			53
节气			53
经度			53
经常			53
经过			53
经线			53
置			53
圣诞节			53
脚步			53
落下			53
落后			53
蜕变			53
装进			53
里			53
里面			53
解除			53
解救			53
资深			53
跟随			53
跨步			53
跨越			53
路			53
路程			53
跳			53
跳舞			53
跳跃			53
游历			53
游荡			53
运送			53
运动			53
运载			53
运输			53
遍及			53
过			53
过去			53
过年			53
过往			53
过时			53
过期			53
道			53
道路			53
达到			53
违反			53
隔月			53
隔周			53
隔开			53
预先			53
境地			53
对角			53
对角线			53
对面			53
崭新			53
慢			53
慢跑			53
惯常			53
满			53
漂流			53
漫出			53
漫长			53
漫游			53
渐进			53
尔后			53
尽头			53
端			53
端午节			53
紧密			53
腐朽			53
台上			53
台下			53
舞台			53
舞台			53
舞蹈			53
苍老			53
盖上			53
赶上			53
赶快			53
轻微			53
遥远			53
递*			53
远			53
远足			53
远处			53
远程			53
远离			53
衔接			53
障碍			53
领土			53
领先			53
领海			53
领域			53
领导			53
增			53
增加			53
增长			53
增进			53
宽			53
宽大			53
宽度			53
宽敞			53
宽阔			53
层级			53
广大			53
广泛			53
广度			53
广阔			53
弹跳			53
撞见			53
暂时			53
楼上			53
楼梯			53
瘦			53
瘦小			53
范围			53
缓慢			53
冲			53
冲破			53
诞生			53
调动			53
竖			53
质量			53
踏			53
踩			53
轮回			53
邻近			53
震动			53
靠近			53
余波			53
驾			53
驾驭			53
驾驶			53
黎明			53
学期			53
寰宇			53
导向			53
导致			53
整个			53
横			53
横越			53
横跨			53
历史			53
激增			53
浓密			53
褪色			53
亲近			53
迟			53
迟到			53
迟缓			53
遗留			53
遗弃			53
辽阔			53
错过			53
随后			53
随时			53
随处			53
静止			53
频率			53
频繁			53
挤			53
墙			53
墙壁			53
环境			53
环绕			53
瞬间			53
总是			53
临近			53
临时			53
举止			53
薄			53
赛跑			53
趋势			53
点			53
点钟			53
掷			53
扩大			53
摆			53
礼拜			53
简略			53
绕			53
旧			53
覆盖			53
转世			53
转角			53
转弯			53
镇			53
阖			53
阖上			53
双方			53
双向			53
双面			53
离			53
离去			53
离开			53
骑			53
骑乘			53
松			53
坏掉			53
攀登			53
濒临			53
蹲			53
边			53
边沿			53
边际			53
边缘			53
关			53
关上			53
关闭			53
关头			53
庞大			53
严密			53
悬吊			53
悬挂			53
继而			53
继续			53
钟			53
钟头			53
携带			53
跃			53
驱使			53
驱动			53
弯曲			53
变化			53
变成			53
变更			53
变迁			53
厅			53

一贯道			54
人子			54
十字架			54
十字军			54
上帝			54
上师			54
大乘			54
大悲咒			54
大殿			54
小乘			54
不朽			54
中元			54
什叶派			54
仁慈			54
天主教			54
天主教堂			54
天使			54
天国			54
天堂			54
天赐			54
太极			54
心经			54
心灵			54
主			54
主教			54
出家			54
功德			54
加持			54
占卜			54
古兰经			54
可兰经			54
尼姑			54
平安夜			54
弘法			54
打坐			54
末日			54
玉皇大帝			54
乩童			54
伊斯兰			54
伊斯兰教			54
先知			54
印度			54
印度教			54
回教			54
因缘			54
地狱			54
好兄弟			54
守护神			54
安息			54
安息日			54
寺			54
寺院			54
寺庙			54
死亡			54
老天爷			54
西藏			54
布道			54
佛			54
佛陀			54
佛珠			54
佛教			54
佛经			54
佛诞			54
告解			54
希腊正教			54
庇护			54
戒律			54
邪恶			54
来世			54
供养			54
典礼			54
宗派			54
宗教			54
居士			54
念珠			54
拉比			54
东正教			54
法王			54
法会			54
法轮			54
牧师			54
金刚经			54
金纸			54
长生			54
长老			54
阿拉			54
阿门			54
阿们			54
保佑			54
信			54
信心			54
信仰			54
信奉			54
信念			54
信徒			54
信教			54
信条			54
信众			54
剃度			54
律仪			54
拜佛			54
拯救			54
持戒			54
洗礼			54
派别			54
祈求			54
祈祷			54
耶路撒冷			54
圣诞节			54
耶稣			54
耶稣会			54
苦行			54
香油			54
香客			54
香炉			54
修士			54
修女			54
修行			54
修道士			54
修道院			54
伦理			54
冥纸			54
冥想			54
师父			54
恩典			54
悔罪			54
浴佛节			54
浸礼			54
真主			54
祝福			54
神			54
神父			54
神明			54
神通			54
神殿			54
神圣			54
神学			54
神职			54
神龛			54
纸钱			54
素食			54
虔敬			54
虔诚			54
回向			54
马丁路德			54
鬼*			54
偈诵			54
基督			54
基督徒			54
基督教			54
基督教徒			54
密宗			54
崇拜			54
救赎			54
教士			54
教宗			54
教派			54
教徒			54
教堂			54
教条			54
教会			54
教义			54
梵蒂冈			54
梵谛冈			54
净食			54
清真寺			54
清教徒			54
异教			54
异教徒			54
祭司			54
祭坛			54
麦加			54
善男信女			54
喇嘛			54
报应			54
悲心			54
恶业			54
恶魔			54
普渡			54
智慧			54
朝圣			54
犹大			54
犹太			54
犹太人			54
犹太教			54
菩萨			54
集会			54
传教			54
传教士			54
慈悲			54
慈济			54
敬神			54
新约			54
新教			54
新教徒			54
业			54
业力			54
业果			54
业障			54
极乐			54
极乐世界			54
炼狱			54
禁欲			54
禁欲			54
经			54
经文			54
罪恶			54
罪孽			54
圣人			54
圣母			54
圣地			54
圣徒			54
圣经			54
圣诗			54
圣歌			54
圣洁			54
圣诞节			54
圣坛			54
圣战			54
诗歌			54
道教			54
颂扬			54
预言			54
预知			54
僧侣			54
僧团			54
歌颂			54
涤罪			54
福音			54
福报			54
仪式			54
仪轨			54
宽容			54
宽恕			54
庙			54
庙宇			54
怜悯			54
摩门			54
摩门教			54
撒旦			54
乐园			54
洁食			54
缘起			54
轮回			54
烧香			54
穆加希德			54
穆罕默德			54
穆斯林			54
锡克教			54
阎王			54
静坐			54
禅			54
禅宗			54
禅定			54
禅修			54
禅师			54
讲道			54
斋月			54
斋戒			54
礼佛			54
礼拜			54
礼拜堂			54
旧约			54
祷告			54
忏悔			54
摄持			54
灌顶			54
牺牲			54
魔王			54
魔鬼			54
赎罪			54
赎罪日			54
灵魂			54
观世音			54
赞美			54
赞美诗			54
赞颂			54

一无所有			55
不安			55
不足			55
不幸			55
不知所措			55
心灰意冷			55
心痛			55
心碎			55
心酸			55
可悲			55
可怜			55
失去			55
失败			55
失望			55
打击			55
同情			55
多余			55
次等			55
灰心			55
自卑			55
自责			55
自暴自弃			55
低沉			55
低迷			55
低落			55
弄痛			55
抑郁			55
折磨			55
肝肠寸断			55
受不了			55
受苦			55
受伤			55
孤*			55
忽略			55
忽视			55
放弃			55
放纵			55
沮丧			55
泣			55
空洞			55
空虚			55
哀*			55
后悔			55
思念			55
柔肠寸断			55
泄气			55
流泪			55
苦			55
苦恼			55
哭*			55
哽咽			55
差			55
差劲			55
悔*			55
挫折			55
挫败			55
气馁			55
消沉			55
疼痛			55
破灭			55
迷惘			55
